0.0;0.03959999999999997;0.08175818999999988;0.08264698039999997
1.0;0.03425614686667411;0.08171603174491482;0.08270225652556346
2.0;0.030249656787617263;0.0817783012364933;0.08273681708529093
3.0;0.029972910384069684;0.08176905701759979;0.08266310221297118
4.0;0.02810491548516525;0.0817926910824873;0.08262508243030818
5.0;0.021962203954919657;0.08182412957526676;0.08256985321668235
6.0;0.015224858027935495;0.0819118445279925;0.08250958657239994
7.0;0.013484781142864777;0.08198976912612413;0.08242417827063978
8.0;0.016565585912513225;0.08203603117423452;0.08232522495150468
9.0;0.014910233555566421;0.08205646690538329;0.0822857511550748
10.0;0.019655233328244148;0.08204191473948017;0.082269418672114
11.0;0.024931422872217945;0.0819986868066173;0.08227461768405464
12.0;0.02357104162345547;0.08195013715290508;0.08226718936407747
13.0;0.0200286527471486;0.08202757345252915;0.08231232377985673
14.0;0.01833531821787915;0.08203671010828073;0.08228576029066463
15.0;0.013160657572659717;0.0820559781595308;0.08229250315630322
16.0;0.008590015057052147;0.08207426362313992;0.0823054186488142
17.0;0.00762003688738222;0.08203069161065833;0.08230259756107228
18.0;0.009261994745750624;0.0819837579456659;0.08232209888390149
19.0;0.01188946576289085;0.08195551935219958;0.08234726875401743
20.0;0.015132899744992434;0.08194957311138912;0.0823624511976401
21.0;0.016748337753363374;0.0819501870198216;0.08242404737436812
22.0;0.013251878523409144;0.08197719635664646;0.08252035949506367
23.0;0.008006920691502772;0.08193831474114215;0.08255760552933743
24.0;0.007577783273654992;0.08195426411950832;0.08261334928221163
25.0;0.009111088335923334;0.08204992904285068;0.08264355840882052
26.0;0.01115814269531179;0.08211223222567746;0.08268983233926609
27.0;0.017279341456832853;0.08216405280196235;0.08268044177380497
28.0;0.012895473356570042;0.08221651384604726;0.08262974217981679
29.0;0.009937293787282586;0.08224629269927607;0.08265273714121935
30.0;0.010388605497896553;0.08222748002484494;0.08263262337784928
31.0;0.017530626914051606;0.08219428009326459;0.08257530391009774
32.0;0.01634435564249248;0.08209752293667376;0.0825113742478834
33.0;0.010654722047942378;0.08203053406365055;0.0823939140679899
34.0;0.010654722047942378;0.08202495443695144;0.08236402958415319
35.0;0.007499454165794339;0.08192597078195474;0.08231401513357266
36.0;0.005070602942774505;0.08186613394191165;0.08216038766241429
37.0;0.005706435144319011;0.08180827605568378;0.08209567482838588
38.0;0.007414947107991843;0.08177405567070767;0.08200201882362766
39.0;0.011077205201559637;0.08176447766166683;0.08193306877532165
40.0;0.010811012026929023;0.08174934482522961;0.08188579995192817
41.0;0.013452459560628127;0.08171192310108415;0.08186312345244429
42.0;0.014405204009286576;0.08163256551472083;0.0818424272997191
43.0;0.015976716522092316;0.08153076438168727;0.081816604530532
44.0;0.01423107558101111;0.08144623048608148;0.08180366352340421
45.0;0.015186090540693642;0.08134490923050623;0.08177314819640943
46.0;0.011417991215567636;0.08121246680386915;0.0817723987500687
47.0;0.011616055126715263;0.08107071969240315;0.08175420463550684
